date,train_number,train_name,station_code,delay_minutes,month,day_of_week,is_weekend,is_monsoon,is_fog_season,is_festival_season,stop_sequence,total_stops
2026-03-11,12621,Tamil Nadu Express,CSMT,9.3,3,2,False,False,False,True,1,9
2026-03-11,12621,Tamil Nadu Express,KYN,17.1,3,2,False,False,False,True,2,9
2026-03-11,12621,Tamil Nadu Express,MMR,20.3,3,2,False,False,False,True,3,9
2026-03-11,12621,Tamil Nadu Express,BSL,23.6,3,2,False,False,False,True,4,9
2026-03-11,12621,Tamil Nadu Express,ET,38.2,3,2,False,False,False,True,5,9
2026-03-11,12621,Tamil Nadu Express,BPL,71.5,3,2,False,False,False,True,6,9
2026-03-11,12621,Tamil Nadu Express,JHS,92.6,3,2,False,False,False,True,7,9
2026-03-11,12621,Tamil Nadu Express,AGC,102.9,3,2,False,False,False,True,8,9
2026-03-11,12621,Tamil Nadu Express,NDLS,105.2,3,2,False,False,False,True,9,9
2026-03-11,12261,Mumbai Duronto Central,CSMT,4.3,3,2,False,False,False,True,1,2
2026-03-11,12261,Mumbai Duronto Central,NDLS,3.8,3,2,False,False,False,True,2,2
2026-03-11,12187,Mumbai Garib Rath,CSMT,0.0,3,2,False,False,False,True,1,7
2026-03-11,12187,Mumbai Garib Rath,KYN,0.0,3,2,False,False,False,True,2,7
2026-03-11,12187,Mumbai Garib Rath,BSL,13.2,3,2,False,False,False,True,3,7
2026-03-11,12187,Mumbai Garib Rath,BPL,8.3,3,2,False,False,False,True,4,7
2026-03-11,12187,Mumbai Garib Rath,JHS,19.4,3,2,False,False,False,True,5,7
2026-03-11,12187,Mumbai Garib Rath,GWL,39.3,3,2,False,False,False,True,6,7
2026-03-11,12187,Mumbai Garib Rath,NDLS,59.9,3,2,False,False,False,True,7,7
2026-03-10,12951,Mumbai Rajdhani,MMCT,0.0,3,1,False,False,False,True,1,5
2026-03-10,12951,Mumbai Rajdhani,BRC,11.2,3,1,False,False,False,True,2,5
2026-03-10,12951,Mumbai Rajdhani,KOTA,9.7,3,1,False,False,False,True,3,5
2026-03-10,12951,Mumbai Rajdhani,SWM,4.7,3,1,False,False,False,True,4,5
2026-03-10,12951,Mumbai Rajdhani,NDLS,13.1,3,1,False,False,False,True,5,5
2026-03-10,12953,August Kranti Rajdhani,MMCT,4.7,3,1,False,False,False,True,1,6
2026-03-10,12953,August Kranti Rajdhani,ST,2.7,3,1,False,False,False,True,2,6
2026-03-10,12953,August Kranti Rajdhani,BRC,4.0,3,1,False,False,False,True,3,6
2026-03-10,12953,August Kranti Rajdhani,RTM,14.5,3,1,False,False,False,True,4,6
2026-03-10,12953,August Kranti Rajdhani,KOTA,28.7,3,1,False,False,False,True,5,6
2026-03-10,12953,August Kranti Rajdhani,NDLS,48.6,3,1,False,False,False,True,6,6
2026-03-10,12267,Mumbai Duronto,MMCT,6.4,3,1,False,False,False,True,1,2
2026-03-10,12267,Mumbai Duronto,NDLS,0.0,3,1,False,False,False,True,2,2
2026-03-10,12903,Golden Temple Mail,MMCT,13.3,3,1,False,False,False,True,1,10
2026-03-10,12903,Golden Temple Mail,BVI,2.5,3,1,False,False,False,True,2,10
2026-03-10,12903,Golden Temple Mail,BL,0.0,3,1,False,False,False,True,3,10
2026-03-10,12903,Golden Temple Mail,ST,14.3,3,1,False,False,False,True,4,10
2026-03-10,12903,Golden Temple Mail,BRC,27.1,3,1,False,False,False,True,5,10
2026-03-10,12903,Golden Temple Mail,RTM,44.1,3,1,False,False,False,True,6,10
2026-03-10,12903,Golden Temple Mail,KOTA,48.8,3,1,False,False,False,True,7,10
2026-03-10,12903,Golden Temple Mail,SWM,43.8,3,1,False,False,False,True,8,10
2026-03-10,12903,Golden Temple Mail,MTJ,49.8,3,1,False,False,False,True,9,10
2026-03-10,12903,Golden Temple Mail,NDLS,54.5,3,1,False,False,False,True,10,10
2026-03-10,12925,Paschim Express,MMCT,17.3,3,1,False,False,False,True,1,9
2026-03-10,12925,Paschim Express,BVI,24.2,3,1,False,False,False,True,2,9
2026-03-10,12925,Paschim Express,ST,22.8,3,1,False,False,False,True,3,9
2026-03-10,12925,Paschim Express,BRC,39.3,3,1,False,False,False,True,4,9
2026-03-10,12925,Paschim Express,RTM,64.6,3,1,False,False,False,True,5,9
2026-03-10,12925,Paschim Express,KOTA,71.1,3,1,False,False,False,True,6,9
2026-03-10,12925,Paschim Express,SWM,81.2,3,1,False,False,False,True,7,9
2026-03-10,12925,Paschim Express,MTJ,85.6,3,1,False,False,False,True,8,9
2026-03-10,12925,Paschim Express,NDLS,106.9,3,1,False,False,False,True,9,9
2026-03-10,12909,Garib Rath,MMCT,9.2,3,1,False,False,False,True,1,6
2026-03-10,12909,Garib Rath,BVI,9.3,3,1,False,False,False,True,2,6
2026-03-10,12909,Garib Rath,ST,16.2,3,1,False,False,False,True,3,6
2026-03-10,12909,Garib Rath,BRC,21.3,3,1,False,False,False,True,4,6
2026-03-10,12909,Garib Rath,KOTA,26.1,3,1,False,False,False,True,5,6
2026-03-10,12909,Garib Rath,NDLS,37.1,3,1,False,False,False,True,6,6
2026-03-10,12137,Punjab Mail,CSMT,1.8,3,1,False,False,False,True,1,12
2026-03-10,12137,Punjab Mail,KYN,17.2,3,1,False,False,False,True,2,12
2026-03-10,12137,Punjab Mail,NMD,15.3,3,1,False,False,False,True,3,12
2026-03-10,12137,Punjab Mail,MMR,30.5,3,1,False,False,False,True,4,12
2026-03-10,12137,Punjab Mail,BSL,44.3,3,1,False,False,False,True,5,12
2026-03-10,12137,Punjab Mail,ET,57.2,3,1,False,False,False,True,6,12
2026-03-10,12137,Punjab Mail,BPL,61.2,3,1,False,False,False,True,7,12
2026-03-10,12137,Punjab Mail,JHS,76.6,3,1,False,False,False,True,8,12
2026-03-10,12137,Punjab Mail,GWL,93.4,3,1,False,False,False,True,9,12
2026-03-10,12137,Punjab Mail,AGC,103.3,3,1,False,False,False,True,10,12
2026-03-10,12137,Punjab Mail,MTJ,100.3,3,1,False,False,False,True,11,12
2026-03-10,12137,Punjab Mail,NDLS,103.7,3,1,False,False,False,True,12,12
2026-03-10,12621,Tamil Nadu Express,CSMT,5.6,3,1,False,False,False,True,1,9
2026-03-10,12621,Tamil Nadu Express,KYN,8.5,3,1,False,False,False,True,2,9
2026-03-10,12621,Tamil Nadu Express,MMR,23.0,3,1,False,False,False,True,3,9
2026-03-10,12621,Tamil Nadu Express,BSL,27.0,3,1,False,False,False,True,4,9
2026-03-10,12621,Tamil Nadu Express,ET,39.7,3,1,False,False,False,True,5,9
2026-03-10,12621,Tamil Nadu Express,BPL,39.7,3,1,False,False,False,True,6,9
2026-03-10,12621,Tamil Nadu Express,JHS,49.4,3,1,False,False,False,True,7,9
2026-03-10,12621,Tamil Nadu Express,AGC,55.6,3,1,False,False,False,True,8,9
2026-03-10,12621,Tamil Nadu Express,NDLS,56.9,3,1,False,False,False,True,9,9
2026-03-10,12261,Mumbai Duronto Central,CSMT,19.6,3,1,False,False,False,True,1,2
2026-03-10,12261,Mumbai Duronto Central,NDLS,33.2,3,1,False,False,False,True,2,2
2026-03-10,12187,Mumbai Garib Rath,CSMT,18.8,3,1,False,False,False,True,1,7
2026-03-10,12187,Mumbai Garib Rath,KYN,12.3,3,1,False,False,False,True,2,7
2026-03-10,12187,Mumbai Garib Rath,BSL,25.3,3,1,False,False,False,True,3,7
2026-03-10,12187,Mumbai Garib Rath,BPL,42.7,3,1,False,False,False,True,4,7
2026-03-10,12187,Mumbai Garib Rath,JHS,52.6,3,1,False,False,False,True,5,7
2026-03-10,12187,Mumbai Garib Rath,GWL,60.8,3,1,False,False,False,True,6,7
2026-03-10,12187,Mumbai Garib Rath,NDLS,74.5,3,1,False,False,False,True,7,7
2026-03-09,12951,Mumbai Rajdhani,MMCT,1.7,3,0,False,False,False,True,1,5
2026-03-09,12951,Mumbai Rajdhani,BRC,1.9,3,0,False,False,False,True,2,5
2026-03-09,12951,Mumbai Rajdhani,KOTA,8.2,3,0,False,False,False,True,3,5
2026-03-09,12951,Mumbai Rajdhani,SWM,9.0,3,0,False,False,False,True,4,5
2026-03-09,12951,Mumbai Rajdhani,NDLS,15.8,3,0,False,False,False,True,5,5
2026-03-09,12953,August Kranti Rajdhani,MMCT,4.0,3,0,False,False,False,True,1,6
2026-03-09,12953,August Kranti Rajdhani,ST,3.5,3,0,False,False,False,True,2,6
2026-03-09,12953,August Kranti Rajdhani,BRC,39.2,3,0,False,False,False,True,3,6
2026-03-09,12953,August Kranti Rajdhani,RTM,60.4,3,0,False,False,False,True,4,6
2026-03-09,12953,August Kranti Rajdhani,KOTA,60.9,3,0,False,False,False,True,5,6
2026-03-09,12953,August Kranti Rajdhani,NDLS,78.5,3,0,False,False,False,True,6,6
2026-03-09,12267,Mumbai Duronto,MMCT,9.4,3,0,False,False,False,True,1,2
2026-03-09,12267,Mumbai Duronto,NDLS,6.2,3,0,False,False,False,True,2,2
2026-03-09,12903,Golden Temple Mail,MMCT,6.5,3,0,False,False,False,True,1,10
2026-03-09,12903,Golden Temple Mail,BVI,0.0,3,0,False,False,False,True,2,10
2026-03-09,12903,Golden Temple Mail,BL,0.0,3,0,False,False,False,True,3,10
2026-03-09,12903,Golden Temple Mail,ST,0.0,3,0,False,False,False,True,4,10
2026-03-09,12903,Golden Temple Mail,BRC,12.1,3,0,False,False,False,True,5,10
2026-03-09,12903,Golden Temple Mail,RTM,19.2,3,0,False,False,False,True,6,10
2026-03-09,12903,Golden Temple Mail,KOTA,32.6,3,0,False,False,False,True,7,10
2026-03-09,12903,Golden Temple Mail,SWM,27.6,3,0,False,False,False,True,8,10
2026-03-09,12903,Golden Temple Mail,MTJ,56.6,3,0,False,False,False,True,9,10
2026-03-09,12903,Golden Temple Mail,NDLS,65.2,3,0,False,False,False,True,10,10
2026-03-09,12925,Paschim Express,MMCT,20.5,3,0,False,False,False,True,1,9
2026-03-09,12925,Paschim Express,BVI,14.8,3,0,False,False,False,True,2,9
2026-03-09,12925,Paschim Express,ST,36.6,3,0,False,False,False,True,3,9
2026-03-09,12925,Paschim Express,BRC,53.0,3,0,False,False,False,True,4,9
2026-03-09,12925,Paschim Express,RTM,68.8,3,0,False,False,False,True,5,9
2026-03-09,12925,Paschim Express,KOTA,89.0,3,0,False,False,False,True,6,9
2026-03-09,12925,Paschim Express,SWM,99.5,3,0,False,False,False,True,7,9
2026-03-09,12925,Paschim Express,MTJ,117.8,3,0,False,False,False,True,8,9
2026-03-09,12925,Paschim Express,NDLS,143.7,3,0,False,False,False,True,9,9
2026-03-09,12909,Garib Rath,MMCT,2.3,3,0,False,False,False,True,1,6
2026-03-09,12909,Garib Rath,BVI,18.1,3,0,False,False,False,True,2,6
2026-03-09,12909,Garib Rath,ST,13.1,3,0,False,False,False,True,3,6
2026-03-09,12909,Garib Rath,BRC,26.8,3,0,False,False,False,True,4,6
2026-03-09,12909,Garib Rath,KOTA,22.4,3,0,False,False,False,True,5,6
2026-03-09,12909,Garib Rath,NDLS,42.0,3,0,False,False,False,True,6,6
2026-03-09,12137,Punjab Mail,CSMT,10.7,3,0,False,False,False,True,1,12
2026-03-09,12137,Punjab Mail,KYN,6.9,3,0,False,False,False,True,2,12
2026-03-09,12137,Punjab Mail,NMD,17.5,3,0,False,False,False,True,3,12
2026-03-09,12137,Punjab Mail,MMR,23.8,3,0,False,False,False,True,4,12
2026-03-09,12137,Punjab Mail,BSL,37.5,3,0,False,False,False,True,5,12
2026-03-09,12137,Punjab Mail,ET,52.0,3,0,False,False,False,True,6,12
2026-03-09,12137,Punjab Mail,BPL,62.8,3,0,False,False,False,True,7,12
2026-03-09,12137,Punjab Mail,JHS,60.3,3,0,False,False,False,True,8,12
2026-03-09,12137,Punjab Mail,GWL,69.8,3,0,False,False,False,True,9,12
2026-03-09,12137,Punjab Mail,AGC,71.1,3,0,False,False,False,True,10,12
2026-03-09,12137,Punjab Mail,MTJ,82.7,3,0,False,False,False,True,11,12
2026-03-09,12137,Punjab Mail,NDLS,80.3,3,0,False,False,False,True,12,12
2026-03-09,12621,Tamil Nadu Express,CSMT,6.4,3,0,False,False,False,True,1,9
2026-03-09,12621,Tamil Nadu Express,KYN,11.1,3,0,False,False,False,True,2,9
2026-03-09,12621,Tamil Nadu Express,MMR,20.8,3,0,False,False,False,True,3,9
2026-03-09,12621,Tamil Nadu Express,BSL,25.8,3,0,False,False,False,True,4,9
2026-03-09,12621,Tamil Nadu Express,ET,21.2,3,0,False,False,False,True,5,9
2026-03-09,12621,Tamil Nadu Express,BPL,29.8,3,0,False,False,False,True,6,9
2026-03-09,12621,Tamil Nadu Express,JHS,27.0,3,0,False,False,False,True,7,9
2026-03-09,12621,Tamil Nadu Express,AGC,34.1,3,0,False,False,False,True,8,9
2026-03-09,12621,Tamil Nadu Express,NDLS,42.4,3,0,False,False,False,True,9,9
2026-03-09,12261,Mumbai Duronto Central,CSMT,5.5,3,0,False,False,False,True,1,2
2026-03-09,12261,Mumbai Duronto Central,NDLS,0.0,3,0,False,False,False,True,2,2
2026-03-09,12187,Mumbai Garib Rath,CSMT,0.0,3,0,False,False,False,True,1,7
2026-03-09,12187,Mumbai Garib Rath,KYN,0.0,3,0,False,False,False,True,2,7
2026-03-09,12187,Mumbai Garib Rath,BSL,0.9,3,0,False,False,False,True,3,7
2026-03-09,12187,Mumbai Garib Rath,BPL,0.0,3,0,False,False,False,True,4,7
2026-03-09,12187,Mumbai Garib Rath,JHS,12.3,3,0,False,False,False,True,5,7
2026-03-09,12187,Mumbai Garib Rath,GWL,19.4,3,0,False,False,False,True,6,7
2026-03-09,12187,Mumbai Garib Rath,NDLS,21.7,3,0,False,False,False,True,7,7
2026-03-08,12951,Mumbai Rajdhani,MMCT,0.0,3,6,True,False,False,True,1,5
2026-03-08,12951,Mumbai Rajdhani,BRC,0.0,3,6,True,False,False,True,2,5
2026-03-08,12951,Mumbai Rajdhani,KOTA,2.1,3,6,True,False,False,True,3,5
2026-03-08,12951,Mumbai Rajdhani,SWM,0.0,3,6,True,False,False,True,4,5
2026-03-08,12951,Mumbai Rajdhani,NDLS,8.4,3,6,True,False,False,True,5,5
2026-03-08,12953,August Kranti Rajdhani,MMCT,3.0,3,6,True,False,False,True,1,6
2026-03-08,12953,August Kranti Rajdhani,ST,12.9,3,6,True,False,False,True,2,6
2026-03-08,12953,August Kranti Rajdhani,BRC,9.3,3,6,True,False,False,True,3,6
2026-03-08,12953,August Kranti Rajdhani,RTM,4.4,3,6,True,False,False,True,4,6
2026-03-08,12953,August Kranti Rajdhani,KOTA,1.3,3,6,True,False,False,True,5,6
2026-03-08,12953,August Kranti Rajdhani,NDLS,0.0,3,6,True,False,False,True,6,6
2026-03-08,12267,Mumbai Duronto,MMCT,4.9,3,6,True,False,False,True,1,2
2026-03-08,12267,Mumbai Duronto,NDLS,17.1,3,6,True,False,False,True,2,2
2026-03-08,12903,Golden Temple Mail,MMCT,3.8,3,6,True,False,False,True,1,10
2026-03-08,12903,Golden Temple Mail,BVI,15.3,3,6,True,False,False,True,2,10
2026-03-08,12903,Golden Temple Mail,BL,19.9,3,6,True,False,False,True,3,10
2026-03-08,12903,Golden Temple Mail,ST,17.0,3,6,True,False,False,True,4,10
2026-03-08,12903,Golden Temple Mail,BRC,14.3,3,6,True,False,False,True,5,10
2026-03-08,12903,Golden Temple Mail,RTM,24.2,3,6,True,False,False,True,6,10
2026-03-08,12903,Golden Temple Mail,KOTA,61.2,3,6,True,False,False,True,7,10
2026-03-08,12903,Golden Temple Mail,SWM,56.2,3,6,True,False,False,True,8,10
2026-03-08,12903,Golden Temple Mail,MTJ,61.5,3,6,True,False,False,True,9,10
2026-03-08,12903,Golden Temple Mail,NDLS,59.0,3,6,True,False,False,True,10,10
2026-03-08,12925,Paschim Express,MMCT,0.0,3,6,True,False,False,True,1,9
2026-03-08,12925,Paschim Express,BVI,3.6,3,6,True,False,False,True,2,9
2026-03-08,12925,Paschim Express,ST,0.0,3,6,True,False,False,True,3,9
2026-03-08,12925,Paschim Express,BRC,13.7,3,6,True,False,False,True,4,9
2026-03-08,12925,Paschim Express,RTM,22.1,3,6,True,False,False,True,5,9
2026-03-08,12925,Paschim Express,KOTA,22.6,3,6,True,False,False,True,6,9
2026-03-08,12925,Paschim Express,SWM,18.9,3,6,True,False,False,True,7,9
2026-03-08,12925,Paschim Express,MTJ,24.5,3,6,True,False,False,True,8,9
2026-03-08,12925,Paschim Express,NDLS,32.7,3,6,True,False,False,True,9,9
2026-03-08,12909,Garib Rath,MMCT,2.0,3,6,True,False,False,True,1,6
2026-03-08,12909,Garib Rath,BVI,0.0,3,6,True,False,False,True,2,6
2026-03-08,12909,Garib Rath,ST,0.0,3,6,True,False,False,True,3,6
2026-03-08,12909,Garib Rath,BRC,5.2,3,6,True,False,False,True,4,6
2026-03-08,12909,Garib Rath,KOTA,14.0,3,6,True,False,False,True,5,6
2026-03-08,12909,Garib Rath,NDLS,12.3,3,6,True,False,False,True,6,6
2026-03-08,12137,Punjab Mail,CSMT,0.0,3,6,True,False,False,True,1,12
2026-03-08,12137,Punjab Mail,KYN,0.0,3,6,True,False,False,True,2,12
2026-03-08,12137,Punjab Mail,NMD,0.0,3,6,True,False,False,True,3,12
2026-03-08,12137,Punjab Mail,MMR,13.6,3,6,True,False,False,True,4,12
2026-03-08,12137,Punjab Mail,BSL,22.9,3,6,True,False,False,True,5,12
